V1	C2	V3	C4
0.14490189	0.04754784	0.14490189	0.04754784
0.30133978	0.09878842	0.30133978	0.09878842
0.19528794	0.0639668	0.19528794	0.0639668
0.07354961	0.02401807	0.07354961	0.02401807
0.02771081	0.00894192	0.02771081	0.00894192
0.01040681	0.00335704	0.01040681	0.00335704
0.00390637	0.00128178	0.00390637	0.00128178
0.00140385	0.00051881	0.00140385	0.00051881
-0.16797388	-0.05505539	-0.16797388	-0.05505539
-0.14917448	-0.04886013	-0.14917448	-0.04886013
-0.25385296	-0.08343761	-0.25385296	-0.08343761
-0.09558398	-0.0314951	-0.09558398	-0.0314951
-0.0359508	-0.01190222	-0.0359508	-0.01190222
-0.01345866	-0.00457778	-0.01345866	-0.00457778
-0.00503555	-0.00186163	-0.00503555	-0.00186163
-0.00192267	-0.00061037	-0.00192267	-0.00061037
0.15601063	0.05145421	0.15601063	0.05145421
0.14893033	0.04898221	0.14893033	0.04898221
0.37388226	0.12253182	0.37388226	0.12253182
0.1408124	0.04605243	0.1408124	0.04605243
0.05304117	0.017304	0.05304117	0.017304
0.01998962	0.00637837	0.01998962	0.00637837
0.00753807	0.00234993	0.00753807	0.00234993
0.00283822	0.00085452	0.00283822	0.00085452
-0.0606708	-0.01971496	-0.0606708	-0.01971496
-0.15594958	-0.0511185	-0.15594958	-0.0511185
-0.30610064	-0.10037538	-0.30610064	-0.10037538
-0.18332468	-0.06024354	-0.18332468	-0.06024354
-0.06900235	-0.02273629	-0.06900235	-0.02273629
-0.02594073	-0.00866726	-0.02594073	-0.00866726
-0.0097354	-0.00320444	-0.0097354	-0.00320444
-0.00357067	-0.00143437	-0.00357067	-0.00143437
-0.0013123	-0.00054933	-0.0013123	-0.00054933
0.15265359	0.05017243	0.15265359	0.05017243
0.1365093	0.0450148	0.1365093	0.0450148
0.26956999	0.08829005	0.26956999	0.08829005
0.10150456	0.03323466	0.10150456	0.03323466
0.03823969	0.01242103	0.03823969	0.01242103
0.01437422	0.00473037	0.01437422	0.00473037
0.00543229	0.001648	0.00543229	0.001648
0.00204474	0.00054933	0.00204474	0.00054933
-0.18124942	-0.05957213	-0.18124942	-0.05957213
-0.15796381	-0.05200354	-0.15796381	-0.05200354
-0.35010833	-0.11502426	-0.35010833	-0.11502426
-0.13187048	-0.04330577	-0.13187048	-0.04330577
-0.04965362	-0.01626636	-0.04965362	-0.01626636
-0.01864681	-0.00625629	-0.01864681	-0.00625629
-0.00701926	-0.00231941	-0.00701926	-0.00231941
-0.00262459	-0.00085452	-0.00262459	-0.00085452
0.04916532	0.01614429	0.04916532	0.01614429
0.14923552	0.04892117	0.14923552	0.04892117
0.3193762	0.10473952	0.3193762	0.10473952
0.19379254	0.06350902	0.19379254	0.06350902
0.07293924	0.02395703	0.07293924	0.02395703
0.02746666	0.00897244	0.02746666	0.00897244
0.01034577	0.00332652	0.01034577	0.00332652
0.00390637	0.0011597	0.00390637	0.0011597
0.00146489	0.00042726	0.00146489	0.00042726
-0.15961181	-0.0524308	-0.15961181	-0.0524308
-0.13043611	-0.04300058	-0.13043611	-0.04300058
-0.25241858	-0.08297983	-0.25241858	-0.08297983
-0.09503464	-0.03128147	-0.09503464	-0.03128147
-0.03576769	-0.01174963	-0.03576769	-0.01174963
-0.01345866	-0.00442518	-0.01345866	-0.00442518
-0.00497452	-0.00189215	-0.00497452	-0.00189215
-0.00186163	-0.00073244	-0.00186163	-0.00073244
0.15506455	0.05121006	0.15506455	0.05121006
0.14777063	0.04837184	0.14777063	0.04837184
0.3707999	0.12140263	0.3707999	0.12140263
0.1396527	0.04562517	0.1396527	0.04562517
0.05258339	0.01712088	0.05258339	0.01712088
0.01974548	0.00653096	0.01974548	0.00653096
0.00747703	0.00216681	0.00747703	0.00216681
0.00277718	0.00094607	0.00277718	0.00094607
-0.0712302	-0.02334666	-0.0712302	-0.02334666
-0.15524766	-0.05105747	-0.15524766	-0.05105747
-0.32789087	-0.10779138	-0.32789087	-0.10779138
-0.18149358	-0.05987731	-0.18149358	-0.05987731
-0.06830043	-0.02261421	-0.06830043	-0.02261421
-0.02569658	-0.00851466	-0.02569658	-0.00851466
-0.00970489	-0.00305185	-0.00970489	-0.00305185
-0.00357067	-0.00128178	-0.00357067	-0.00128178
-0.00134281	-0.00045778	-0.00134281	-0.00045778
0.15042573	0.04925688	0.15042573	0.04925688
0.14514603	0.04779199	0.14514603	0.04779199
0.2672506	0.08743553	0.2672506	0.08743553
0.10065004	0.0328074	0.10065004	0.0328074
0.03790399	0.01232948	0.03790399	0.01232948
0.01428266	0.00454726	0.01428266	0.00454726
0.00537126	0.00170904	0.00537126	0.00170904
0.00201422	0.00064089	0.00201422	0.00064089
-0.1589404	-0.05203406	-0.1589404	-0.05203406
-0.13556322	-0.04440443	-0.13556322	-0.04440443
-0.34769738	-0.11432233	-0.34769738	-0.11432233
-0.1309244	-0.04306162	-0.1309244	-0.04306162
-0.04928739	-0.01623585	-0.04928739	-0.01623585
-0.0184637	-0.00628681	-0.0184637	-0.00628681
-0.0069277	-0.00234993	-0.0069277	-0.00234993
-0.00262459	-0.000824	-0.00262459	-0.000824
0.03888058	0.01278726	0.03888058	0.01278726
0.13165686	0.04309214	0.13165686	0.04309214
0.3053377	0.10019226	0.3053377	0.10019226
0.19238868	0.06289865	0.19238868	0.06289865
0.07245094	0.02368236	0.07245094	0.02368236
0.02728355	0.00885037	0.02728355	0.00885037
0.01025422	0.00332652	0.01025422	0.00332652
0.00387585	0.00112918	0.00387585	0.00112918
0.00140385	0.0004883	0.00140385	0.0004883
-0.16431165	-0.05377361	-0.16431165	-0.05377361
-0.14349803	-0.04693747	-0.14349803	-0.04693747
-0.24918362	-0.08178961	-0.24918362	-0.08178961
-0.09384441	-0.03085421	-0.09384441	-0.03085421
-0.03530991	-0.01165807	-0.03530991	-0.01165807
-0.01324503	-0.00451674	-0.01324503	-0.00451674
-0.00488296	-0.00186163	-0.00488296	-0.00186163
-0.00183111	-0.00064089	-0.00183111	-0.00064089
0.14172795	0.0466628	0.14172795	0.0466628
0.13708915	0.04504532	0.13708915	0.04504532
0.36600849	0.11996826	0.36600849	0.11996826
0.1378521	0.04510636	0.1378521	0.04510636
0.05191198	0.01684622	0.05191198	0.01684622
0.01953185	0.00628681	0.01953185	0.00628681
0.00735496	0.00231941	0.00735496	0.00231941
0.00277718	0.00076296	0.00277718	0.00076296
-0.06814783	-0.02215644	-0.06814783	-0.02215644
-0.15655996	-0.05145421	-0.15655996	-0.05145421
-0.33243811	-0.10904264	-0.33243811	-0.10904264
-0.17978454	-0.05911435	-0.17978454	-0.05911435
-0.06769005	-0.02230903	-0.06769005	-0.02230903
-0.02542192	-0.00845363	-0.02542192	-0.00845363
-0.00961333	-0.00308237	-0.00961333	-0.00308237
-0.00357067	-0.00128178	-0.00357067	-0.00128178
-0.00134281	-0.00054933	-0.00134281	-0.00054933
0.14206366	0.0466628	0.14206366	0.0466628
0.1505478	0.04950102	0.1505478	0.04950102
0.26548052	0.08709983	0.26548052	0.08709983
0.09994812	0.03289896	0.09994812	0.03289896
0.03762932	0.01229896	0.03762932	0.01229896
0.01416059	0.00463881	0.01416059	0.00463881
0.00543229	0.00143437	0.00543229	0.00143437
0.0019837	0.00064089	0.0019837	0.00064089
-0.18234809	-0.05999939	-0.18234809	-0.05999939
-0.14822841	-0.04876858	-0.14822841	-0.04876858
-0.34449294	-0.11334574	-0.34449294	-0.11334574
-0.12976471	-0.0425428	-0.12976471	-0.0425428
-0.04886013	-0.0159917	-0.04886013	-0.0159917
-0.01834162	-0.0061037	-0.01834162	-0.0061037
-0.00689718	-0.00231941	-0.00689718	-0.00231941
-0.00256355	-0.00091556	-0.00256355	-0.00091556
0.05487228	0.01806696	0.05487228	0.01806696
0.15372173	0.05056917	0.15372173	0.05056917
0.32526627	0.10672323	0.32526627	0.10672323
0.19101535	0.06262398	0.19101535	0.06262398
0.07193213	0.02352977	0.07193213	0.02352977
0.02710044	0.00878933	0.02710044	0.00878933
0.01019318	0.00323496	0.01019318	0.00323496
0.00387585	0.00109867	0.00387585	0.00109867
0.00149541	0.0003357	0.00149541	0.0003357
-0.17636646	-0.05804621	-0.17636646	-0.05804621
-0.15903196	-0.05212561	-0.15903196	-0.05212561
-0.24832912	-0.08182012	-0.24832912	-0.08182012
-0.0934782	-0.03091525	-0.0934782	-0.03091525
-0.03524888	-0.01144444	-0.03524888	-0.01144444
-0.01327555	-0.00433363	-0.01327555	-0.00433363
-0.00497452	-0.00167852	-0.00497452	-0.00167852
-0.00189215	-0.00064089	-0.00189215	-0.00064089
0.14682455	0.0483108	0.14682455	0.0483108
0.15637684	0.05136265	0.15637684	0.05136265
0.36417738	0.11917478	0.36417738	0.11917478
0.1371807	0.04480117	0.1371807	0.04480117
0.0516068	0.01690725	0.0516068	0.01690725
0.01947081	0.00622578	0.01947081	0.00622578
0.00726341	0.00241096	0.00726341	0.00241096
0.00274667	0.00079348	0.00274667	0.00079348
-0.07159642	-0.02337718	-0.07159642	-0.02337718
-0.15628529	-0.0512711	-0.15628529	-0.0512711
-0.32996613	-0.10840175	-0.32996613	-0.10840175
-0.17807551	-0.05862606	-0.17807551	-0.05862606
-0.06704917	-0.0220954	-0.06704917	-0.0220954
-0.02520829	-0.00836207	-0.02520829	-0.00836207
-0.00949126	-0.00308237	-0.00949126	-0.00308237
-0.00354015	-0.00125126	-0.00354015	-0.00125126
-0.0013123	-0.0004883	-0.0013123	-0.0004883
0.15637684	0.0512711	0.15637684	0.0512711
0.14639729	0.04812769	0.14639729	0.04812769
0.26224557	0.08584857	0.26224557	0.08584857
0.09875789	0.03219703	0.09875789	0.03219703
0.03723258	0.01202429	0.03723258	0.01202429
0.014008	0.00448622	0.014008	0.00448622
0.00524918	0.00170904	0.00524918	0.00170904
0.00195318	0.00057985	0.00195318	0.00057985
-0.17600024	-0.05767998	-0.17600024	-0.05767998
-0.16168706	-0.05313272	-0.16168706	-0.05313272
-0.34205145	-0.11246071	-0.34205145	-0.11246071
-0.12881863	-0.04235969	-0.12881863	-0.04235969
-0.04846339	-0.0159917	-0.04846339	-0.0159917
-0.01821955	-0.0061037	-0.01821955	-0.0061037
-0.00683615	-0.00228889	-0.00683615	-0.00228889
-0.00259407	-0.00085452	-0.00259407	-0.00085452
0.06949065	0.02285836	0.06949065	0.02285836
0.1518601	0.04998932	0.1518601	0.04998932
0.33002716	0.10821863	0.33002716	0.10821863
0.18951994	0.06192205	0.18951994	0.06192205
0.07135227	0.02331614	0.07135227	0.02331614
0.02685629	0.00872829	0.02685629	0.00872829
0.01013215	0.00317392	0.01013215	0.00317392
0.00381481	0.0011597	0.00381481	0.0011597
0.00143437	0.00039674	0.00143437	0.00039674
-0.16827907	-0.0552385	-0.16827907	-0.0552385
-0.14389478	-0.04724265	-0.14389478	-0.04724265
-0.24591815	-0.08087405	-0.24591815	-0.08087405
-0.09259316	-0.03048799	-0.09259316	-0.03048799
-0.03485214	-0.01156652	-0.03485214	-0.01156652
-0.01306192	-0.00436415	-0.01306192	-0.00436415
-0.00479141	-0.00186163	-0.00479141	-0.00186163
-0.00183111	-0.00064089	-0.00183111	-0.00064089
0.15411848	0.05066073	0.15411848	0.05066073
0.14774011	0.04858547	0.14774011	0.04858547
0.36201057	0.11862545	0.36201057	0.11862545
0.1363567	0.04464858	0.1363567	0.04464858
0.05130161	0.01690725	0.05130161	0.01690725
0.01937925	0.0061037	0.01937925	0.0061037
0.00729392	0.00231941	0.00729392	0.00231941
0.0028077	0.00061037	0.0028077	0.00061037
-0.07596057	-0.02487259	-0.07596057	-0.02487259
-0.14847255	-0.04876858	-0.14847255	-0.04876858
-0.33445233	-0.10983612	-0.33445233	-0.10983612
-0.17737357	-0.05838191	-0.17737357	-0.05838191
-0.06674398	-0.02206488	-0.06674398	-0.02206488
-0.02511673	-0.00830103	-0.02511673	-0.00830103
-0.00943022	-0.00308237	-0.00943022	-0.00308237
-0.00354015	-0.00122074	-0.00354015	-0.00122074
-0.00128178	-0.00054933	-0.00128178	-0.00054933
0.15570544	0.05114902	0.15570544	0.05114902
0.13708915	0.04492325	0.13708915	0.04492325
0.26129949	0.08560442	0.26129949	0.08560442
0.09833064	0.03234962	0.09833064	0.03234962
0.03704947	0.01211585	0.03704947	0.01211585
0.01394696	0.00448622	0.01394696	0.00448622
0.00524918	0.00158696	0.00524918	0.00158696
0.00195318	0.00057985	0.00195318	0.00057985
-0.16827907	-0.05520798	-0.16827907	-0.05520798
-0.15265359	-0.0502945	-0.15265359	-0.0502945
-0.33973205	-0.11166722	-0.33973205	-0.11166722
-0.12793359	-0.0420545	-0.12793359	-0.0420545
-0.04821924	-0.01574755	-0.04821924	-0.01574755
-0.01809748	-0.00601215	-0.01809748	-0.00601215
-0.00683615	-0.00216681	-0.00683615	-0.00216681
-0.00256355	-0.00085452	-0.00256355	-0.00085452
0.05914487	0.01950133	0.05914487	0.01950133
0.14654988	0.04803614	0.14654988	0.04803614
0.32871488	0.10788293	0.32871488	0.10788293
0.18765831	0.06128117	0.18765831	0.06128117
0.07065035	0.02307199	0.07065035	0.02307199
0.0265511	0.00872829	0.0265511	0.00872829
0.01004059	0.00320444	0.01004059	0.00320444
0.0037843	0.0011597	0.0037843	0.0011597
0.00143437	0.00030519	0.00143437	0.00030519
-0.16376232	-0.05392621	-0.16376232	-0.05392621
-0.14896084	-0.04901273	-0.14896084	-0.04901273
-0.24390393	-0.08023316	-0.24390393	-0.08023316
-0.09183019	-0.03021332	-0.09183019	-0.03021332
-0.03457747	-0.01141392	-0.03457747	-0.01141392
-0.01297037	-0.00433363	-0.01297037	-0.00433363
-0.00485244	-0.00167852	-0.00485244	-0.00167852
-0.00177007	-0.00064089	-0.00177007	-0.00064089
0.15115818	0.04974517	0.15115818	0.04974517
0.13348795	0.04388562	0.13348795	0.04388562
0.35837886	0.11740471	0.35837886	0.11740471
0.13498336	0.04412977	0.13498336	0.04412977
0.05081332	0.01651051	0.05081332	0.01651051
0.01913511	0.00616474	0.01913511	0.00616474
0.00714133	0.00238044	0.00714133	0.00238044
0.00268563	0.000824	0.00268563	0.000824
-0.07449568	-0.02438429	-0.07449568	-0.02438429
-0.14615314	-0.04791406	-0.14615314	-0.04791406
-0.32761618	-0.10754722	-0.32761618	-0.10754722
-0.17551194	-0.05780206	-0.17551194	-0.05780206
-0.06610309	-0.0217597	-0.06610309	-0.0217597
-0.02481155	-0.00833155	-0.02481155	-0.00833155
-0.00936918	-0.00305185	-0.00936918	-0.00305185
-0.00344859	-0.00125126	-0.00344859	-0.00125126
-0.0013123	-0.00045778	-0.0013123	-0.00045778
0.14944914	0.04928739	0.14944914	0.04928739
0.14972381	0.04922635	0.14972381	0.04922635
0.25846127	0.08465835	0.25846127	0.08465835
0.097293	0.03189184	0.097293	0.03189184
0.03668325	0.01184118	0.03668325	0.01184118
0.01373333	0.00463881	0.01373333	0.00463881
0.00512711	0.00177007	0.00512711	0.00177007
0.00189215	0.00073244	0.00189215	0.00073244
-0.17319255	-0.05670339	-0.17319255	-0.05670339
-0.14651936	-0.04821924	-0.14651936	-0.04821924
-0.33567309	-0.11032441	-0.33567309	-0.11032441
-0.12640767	-0.04156621	-0.12640767	-0.04156621
-0.04754784	-0.01571703	-0.04754784	-0.01571703
-0.01788385	-0.00601215	-0.01788385	-0.00601215
-0.00671407	-0.00228889	-0.00671407	-0.00228889
-0.00253304	-0.00076296	-0.00253304	-0.00076296
0.06006043	0.01980651	0.06006043	0.01980651
0.14447463	0.04760887	0.14447463	0.04760887
0.34250924	0.11249123	0.34250924	0.11249123
0.18625446	0.06091494	0.18625446	0.06091494
0.07013153	0.0229194	0.07013153	0.0229194
0.02642903	0.00860622	0.02642903	0.00860622
0.00994903	0.00314341	0.00994903	0.00314341
0.00372326	0.0011597	0.00372326	0.0011597
0.00137333	0.00045778	0.00137333	0.00045778
-0.16498306	-0.0540788	-0.16498306	-0.0540788
-0.14801477	-0.04837184	-0.14801477	-0.04837184
-0.24155401	-0.07934812	-0.24155401	-0.07934812
-0.09097568	-0.02990814	-0.09097568	-0.02990814
-0.03421125	-0.01132237	-0.03421125	-0.01132237
-0.01284829	-0.00433363	-0.01284829	-0.00433363
-0.00473037	-0.00189215	-0.00473037	-0.00189215
-0.00177007	-0.00070193	-0.00177007	-0.00070193
0.15182959	0.04971465	0.15182959	0.04971465
0.14535967	0.04757836	0.14535967	0.04757836
0.35578477	0.11655018	0.35578477	0.11655018
0.13403729	0.04376354	0.13403729	0.04376354
0.0504471	0.01638844	0.0504471	0.01638844
0.01898251	0.00619526	0.01898251	0.00619526
0.00711081	0.00234993	0.00711081	0.00234993
0.00265511	0.00079348	0.00265511	0.00079348
-0.07855465	-0.02581866	-0.07855465	-0.02581866
-0.14508499	-0.04763939	-0.14508499	-0.04763939
-0.32953885	-0.10824915	-0.32953885	-0.10824915
-0.1744438	-0.05734428	-0.1744438	-0.05734428
-0.06567583	-0.0216071	-0.06567583	-0.0216071
-0.02471999	-0.00814844	-0.02471999	-0.00814844
-0.00924711	-0.00311289	-0.00924711	-0.00311289
-0.00341807	-0.00134281	-0.00341807	-0.00134281
-0.00128178	-0.00045778	-0.00128178	-0.00045778
0.14603107	0.04776147	0.14603107	0.04776147
0.12973419	0.04251228	0.12973419	0.04251228
0.25675222	0.08407849	0.25675222	0.08407849
0.09668264	0.03164769	0.09668264	0.03164769
0.03640858	0.01181066	0.03640858	0.01181066
0.01370281	0.00448622	0.01370281	0.00448622
0.00509659	0.00173956	0.00509659	0.00173956
0.00195318	0.00051881	0.00195318	0.00051881
-0.17929624	-0.05883969	-0.17929624	-0.05883969
-0.15274514	-0.05032502	-0.15274514	-0.05032502
-0.33304849	-0.10953093	-0.33304849	-0.10953093
-0.12537004	-0.0413831	-0.12537004	-0.0413831
-0.04721214	-0.0155034	-0.04721214	-0.0155034
-0.01776177	-0.00582904	-0.01776177	-0.00582904
-0.00665304	-0.00225837	-0.00665304	-0.00225837
-0.00250252	-0.00091556	-0.00250252	-0.00091556
0.07217628	0.02386547	0.07217628	0.02386547
0.13565478	0.04446547	0.13565478	0.04446547
0.32361826	0.10614338	0.32361826	0.10614338
0.18469802	0.06036561	0.18469802	0.06036561
0.06955168	0.02267525	0.06955168	0.02267525
0.02609333	0.00875881	0.02609333	0.00875881
0.00976592	0.00338755	0.00976592	0.00338755
0.00372326	0.0011597	0.00372326	0.0011597
0.00137333	0.00051881	0.00137333	0.00051881
-0.17267373	-0.0568865	-0.17267373	-0.0568865
-0.1423078	-0.0466628	-0.1423078	-0.0466628
-0.24036378	-0.07910398	-0.24036378	-0.07910398
-0.0905179	-0.0298471	-0.0905179	-0.0298471
-0.03405866	-0.01126133	-0.03405866	-0.01126133
-0.01281777	-0.00421155	-0.01281777	-0.00421155
-0.00479141	-0.001648	-0.00479141	-0.001648
-0.00183111	-0.0004883	-0.00183111	-0.0004883
0.15231788	0.04998932	0.15231788	0.04998932
0.14539018	0.04760887	0.14539018	0.04760887
0.35398418	0.11584826	0.35398418	0.11584826
0.13336588	0.04348888	0.13336588	0.04348888
0.05023347	0.01626636	0.05023347	0.01626636
0.01889096	0.0061037	0.01889096	0.0061037
0.00711081	0.00222785	0.00711081	0.00222785
0.00265511	0.00085452	0.00265511	0.00085452
-0.09424116	-0.03082369	-0.09424116	-0.03082369
-0.15427107	-0.05063021	-0.15427107	-0.05063021
-0.33738211	-0.11084323	-0.33738211	-0.11084323
-0.17291787	-0.05697806	-0.17291787	-0.05697806
-0.0651265	-0.02145451	-0.0651265	-0.02145451
-0.02444533	-0.00824	-0.02444533	-0.00824
-0.00915555	-0.00314341	-0.00915555	-0.00314341
-0.00350963	-0.00103763	-0.00350963	-0.00103763
-0.0013123	-0.00039674	-0.0013123	-0.00039674
0.14755699	0.04876858	0.14755699	0.04876858
0.14209418	0.04663228	0.14209418	0.04663228
0.253914	0.08307138	0.253914	0.08307138
0.09561449	0.03131199	0.09561449	0.03131199
0.03601184	0.01171911	0.03601184	0.01171911
0.01355022	0.00433363	0.01355022	0.00433363
0.00509659	0.00158696	0.00509659	0.00158696
0.00192267	0.00054933	0.00192267	0.00054933
-0.17358929	-0.0568865	-0.17358929	-0.0568865
-0.14273506	-0.04684591	-0.14273506	-0.04684591
-0.33164465	-0.10889004	-0.33164465	-0.10889004
-0.12488174	-0.04101688	-0.12488174	-0.04101688
-0.0469985	-0.0155034	-0.0469985	-0.0155034
-0.01770074	-0.00579852	-0.01770074	-0.00579852
-0.006592	-0.00225837	-0.006592	-0.00225837
-0.002472	-0.00094607	-0.002472	-0.00094607
0.07046724	0.02313303	0.07046724	0.02313303
0.14487137	0.04773095	0.14487137	0.04773095
0.33237708	0.10901211	0.33237708	0.10901211
0.18317209	0.06002991	0.18317209	0.06002991
0.06897183	0.02255318	0.06897183	0.02255318
0.02600177	0.00836207	0.02600177	0.00836207
0.00979644	0.00305185	0.00979644	0.00305185
0.00369274	0.00103763	0.00369274	0.00103763
0.00137333	0.00036622	0.00137333	0.00036622
-0.16782129	-0.05520798	-0.16782129	-0.05520798
-0.15109713	-0.04965362	-0.15109713	-0.04965362
-0.23819697	-0.07821894	-0.23819697	-0.07821894
-0.0896939	-0.0295114	-0.0896939	-0.0295114
-0.03372295	-0.01120029	-0.03372295	-0.01120029
-0.01263466	-0.00436415	-0.01263466	-0.00436415
-0.00473037	-0.00170904	-0.00473037	-0.00170904
-0.00173956	-0.00070193	-0.00173956	-0.00070193
0.15259254	0.04986724	0.15259254	0.04986724
0.13501388	0.04406873	0.13501388	0.04406873
0.35044405	0.11484115	0.35044405	0.11484115
0.13199255	0.04321421	0.13199255	0.04321421
0.04965362	0.01626636	0.04965362	0.01626636
0.01870785	0.00604266	0.01870785	0.00604266
0.00701926	0.00222785	0.00701926	0.00222785
0.00262459	0.000824	0.00262459	0.000824
-0.09360027	-0.03064058	-0.09360027	-0.03064058
-0.15161595	-0.04968413	-0.15161595	-0.04968413
-0.33408612	-0.10986663	-0.33408612	-0.10986663
-0.1714835	-0.05636769	-0.1714835	-0.05636769
-0.06460769	-0.02111881	-0.06460769	-0.02111881
-0.02432325	-0.00790429	-0.02432325	-0.00790429
-0.00909452	-0.00305185	-0.00909452	-0.00305185
-0.00332652	-0.0013123	-0.00332652	-0.0013123
-0.00122074	-0.00045778	-0.00122074	-0.00045778
0.14850307	0.04855495	0.14850307	0.04855495
0.15033418	0.04919584	0.15033418	0.04919584
0.25202185	0.0824305	0.25202185	0.0824305
0.09488205	0.03106784	0.09488205	0.03106784
0.03573718	0.01165807	0.03573718	0.01165807
0.01342814	0.00439467	0.01342814	0.00439467
0.00506607	0.00152593	0.00506607	0.00152593
0.00189215	0.0004883	0.00189215	0.0004883
-0.17419966	-0.05703909	-0.17419966	-0.05703909
-0.1414533	-0.04657125	-0.1414533	-0.04657125
-0.3274636	-0.10763878	-0.3274636	-0.10763878
-0.12326426	-0.04062014	-0.12326426	-0.04062014
-0.04638813	-0.01532029	-0.04638813	-0.01532029
-0.0174871	-0.00564592	-0.0174871	-0.00564592
-0.00656148	-0.0021363	-0.00656148	-0.0021363
-0.00244148	-0.00088504	-0.00244148	-0.00088504
0.07181005	0.02352977	0.07181005	0.02352977
0.14337596	0.04712058	0.14337596	0.04712058
0.32804346	0.10757775	0.32804346	0.10757775
0.18146306	0.0593585	0.18146306	0.0593585
0.06833094	0.02224799	0.06833094	0.02224799
0.02569658	0.00842311	0.02569658	0.00842311
0.00964385	0.00314341	0.00964385	0.00314341
0.00360118	0.00119022	0.00360118	0.00119022
0.00134281	0.0004883	0.00134281	0.0004883
-0.16293833	-0.05343791	-0.16293833	-0.05343791
-0.15271463	-0.0499588	-0.15271463	-0.0499588
-0.23654896	-0.07779168	-0.23654896	-0.07779168
-0.08902249	-0.02938933	-0.08902249	-0.02938933
-0.0334788	-0.01123081	-0.0334788	-0.01123081
-0.01257363	-0.00421155	-0.01257363	-0.00421155
-0.00466933	-0.00161748	-0.00466933	-0.00161748
-0.00177007	-0.00051881	-0.00177007	-0.00051881
0.1581164	0.05203406	0.1581164	0.05203406
0.15048677	0.04925688	0.15048677	0.04925688
0.34745324	0.11380352	0.34745324	0.11380352
0.13086337	0.04284799	0.13086337	0.04284799
0.04931791	0.0159917	0.04931791	0.0159917
0.01858577	0.00589007	0.01858577	0.00589007
0.00701926	0.0021363	0.00701926	0.0021363
0.00262459	0.00079348	0.00262459	0.00079348
-0.09537034	-0.0311594	-0.09537034	-0.0311594
-0.15332499	-0.05026399	-0.15332499	-0.05026399
-0.3343913	-0.10989715	-0.3343913	-0.10989715
-0.16989654	-0.0560625	-0.16989654	-0.0560625
-0.06399731	-0.02105777	-0.06399731	-0.02105777
-0.02404859	-0.00808741	-0.02404859	-0.00808741
-0.00900296	-0.00308237	-0.00900296	-0.00308237
-0.003296	-0.00137333	-0.003296	-0.00137333
-0.00125126	-0.00042726	-0.00125126	-0.00042726
0.15543076	0.05105747	0.15543076	0.05105747
0.14383374	0.04718161	0.14383374	0.04718161
0.25064853	0.08215582	0.25064853	0.08215582
0.09442427	0.03085421	0.09442427	0.03085421
0.03555406	0.01159703	0.03555406	0.01159703
0.01336711	0.00436415	0.01336711	0.00436415
0.00503555	0.00149541	0.00503555	0.00149541
0.00192267	0.00042726	0.00192267	0.00042726
-0.17935728	-0.05874813	-0.17935728	-0.05874813
-0.15335551	-0.05020295	-0.15335551	-0.05020295
-0.32609028	-0.10715049	-0.32609028	-0.10715049
-0.12277596	-0.04037599	-0.12277596	-0.04037599
-0.04620502	-0.01525925	-0.04620502	-0.01525925
-0.01736503	-0.00579852	-0.01736503	-0.00579852
-0.00650044	-0.00228889	-0.00650044	-0.00228889
-0.00234993	-0.00109867	-0.00234993	-0.00109867
0.08694723	0.02847377	0.08694723	0.02847377
0.14670247	0.04803614	0.14670247	0.04803614
0.33545947	0.11004975	0.33545947	0.11004975
0.18085268	0.05920591	0.18085268	0.05920591
0.0680868	0.02224799	0.0680868	0.02224799
0.02566607	0.00827052	0.02566607	0.00827052
0.00967437	0.00305185	0.00967437	0.00305185
0.0036317	0.00103763	0.0036317	0.00103763
0.00137333	0.00030519	0.00137333	0.00030519
-0.16953032	-0.0557268	-0.16953032	-0.0557268
-0.14664143	-0.04818873	-0.14664143	-0.04818873
-0.23468734	-0.07705924	-0.23468734	-0.07705924
-0.0883816	-0.0290231	-0.0883816	-0.0290231
-0.03326517	-0.01098666	-0.03326517	-0.01098666
-0.01248207	-0.00418104	-0.01248207	-0.00418104
-0.00463881	-0.00173956	-0.00463881	-0.00173956
-0.00173956	-0.00057985	-0.00173956	-0.00057985
0.14954069	0.04901273	0.14954069	0.04901273
0.13730277	0.0450148	0.13730277	0.0450148
0.34546953	0.11316264	0.34546953	0.11316264
0.1301004	0.0425428	0.1301004	0.0425428
0.04895169	0.01605274	0.04895169	0.01605274
0.01843318	0.00598163	0.01843318	0.00598163
0.0069277	0.00225837	0.0069277	0.00225837
0.00259407	0.00073244	0.00259407	0.00073244
-0.10580767	-0.03448591	-0.10580767	-0.03448591
-0.15445417	-0.05069124	-0.15445417	-0.05069124
-0.33640552	-0.11059908	-0.33640552	-0.11059908
-0.16907254	-0.05560473	-0.16907254	-0.05560473
-0.06366161	-0.0209357	-0.06366161	-0.0209357
-0.02395703	-0.00784326	-0.02395703	-0.00784326
-0.00900296	-0.0029603	-0.00900296	-0.0029603
-0.003296	-0.00134281	-0.003296	-0.00134281
-0.00125126	-0.00054933	-0.00125126	-0.00054933
0.15082248	0.0494705	0.15082248	0.0494705
0.14664143	0.04812769	0.14664143	0.04812769
0.24863429	0.08130131	0.24863429	0.08130131
0.09366131	0.03054903	0.09366131	0.03054903
0.03524888	0.01156652	0.03524888	0.01156652
0.01321451	0.00439467	0.01321451	0.00439467
