V1	C2	V3	C4
0.01086459	0.00344859	0.01086459	0.00344859
0.00408948	0.00122074	0.00408948	0.00122074
0.00155644	0.00039674	0.00155644	0.00039674
-0.17365032	-0.05691702	-0.17365032	-0.05691702
-0.14285715	-0.04678487	-0.14285715	-0.04678487
-0.26453444	-0.08682516	-0.26453444	-0.08682516
-0.09961241	-0.03268532	-0.09961241	-0.03268532
-0.03747673	-0.01239051	-0.03747673	-0.01239051
-0.01413007	-0.00457778	-0.01413007	-0.00457778
-0.0052797	-0.00173956	-0.0052797	-0.00173956
-0.00195318	-0.00073244	-0.00195318	-0.00073244
0.14264351	0.04675436	0.14264351	0.04675436
0.14813684	0.04861598	0.14813684	0.04861598
0.38886684	0.12747581	0.38886684	0.12747581
0.14642781	0.04800561	0.14642781	0.04800561
0.05514695	0.01800592	0.05514695	0.01800592
0.02075259	0.00671407	0.02075259	0.00671407
0.00778222	0.00256355	0.00778222	0.00256355
0.00292978	0.00085452	0.00292978	0.00085452
-0.04214606	-0.01379437	-0.04214606	-0.01379437
-0.14413892	-0.04730369	-0.14413892	-0.04730369
-0.26404613	-0.08682516	-0.26404613	-0.08682516
-0.19098483	-0.06280709	-0.19098483	-0.06280709
-0.07193213	-0.02368236	-0.07193213	-0.02368236
-0.02706992	-0.00888089	-0.02706992	-0.00888089
-0.01013215	-0.00344859	-0.01013215	-0.00344859
-0.00375378	-0.00140385	-0.00375378	-0.00140385
-0.00143437	-0.00042726	-0.00143437	-0.00042726
0.14072084	0.04605243	0.14072084	0.04605243
0.12881863	0.04199347	0.12881863	0.04199347
0.2807703	0.09183019	0.2807703	0.09183019
0.1056856	0.03460799	0.1056856	0.03460799
0.03979614	0.0130314	0.03979614	0.0130314
0.01495407	0.00491348	0.01495407	0.00491348
0.00561541	0.00180059	0.00561541	0.00180059
0.00216681	0.00051881	0.00216681	0.00051881
-0.16696677	-0.05481124	-0.16696677	-0.05481124
-0.14627522	-0.04815821	-0.14627522	-0.04815821
-0.36417738	-0.11978515	-0.36417738	-0.11978515
-0.13711967	-0.04513688	-0.13711967	-0.04513688
-0.05163732	-0.01690725	-0.05163732	-0.01690725
-0.01940977	-0.00637837	-0.01940977	-0.00637837
-0.00729392	-0.00241096	-0.00729392	-0.00241096
-0.00268563	-0.00112918	-0.00268563	-0.00112918
0.02188177	0.00717185	0.02188177	0.00717185
0.13580737	0.04470962	0.13580737	0.04470962
0.25360882	0.08322398	0.25360882	0.08322398
0.2019715	0.06601153	0.2019715	0.06601153
0.07608265	0.02478103	0.07608265	0.02478103
0.02865688	0.00924711	0.02865688	0.00924711
0.01074252	0.00350963	0.01074252	0.00350963
0.00402844	0.00128178	0.00402844	0.00128178
0.00149541	0.0004883	0.00149541	0.0004883
-0.17090365	-0.0560625	-0.17090365	-0.0560625
-0.13608204	-0.0446791	-0.13608204	-0.0446791
-0.26319164	-0.08655049	-0.26319164	-0.08655049
-0.09906308	-0.03259377	-0.09906308	-0.03259377
-0.0372631	-0.01236	-0.0372631	-0.01236
-0.01397748	-0.00473037	-0.01397748	-0.00473037
-0.00521867	-0.00180059	-0.00521867	-0.00180059
-0.00195318	-0.00073244	-0.00195318	-0.00073244
0.14963225	0.04922635	0.14963225	0.04922635
0.13995789	0.04596087	0.13995789	0.04596087
0.38694417	0.126957	0.38694417	0.126957
0.14575639	0.04763939	0.14575639	0.04763939
0.0549028	0.01782281	0.0549028	0.01782281
0.02069155	0.00656148	0.02069155	0.00656148
0.0077517	0.00244148	0.0077517	0.00244148
0.00292978	0.00097659	0.00292978	0.00097659
-0.03747673	-0.01205481	-0.03747673	-0.01205481
-0.15372173	-0.05047762	-0.15372173	-0.05047762
-0.27011934	-0.08883938	-0.27011934	-0.08883938
-0.1899472	-0.06256294	-0.1899472	-0.06256294
-0.07150487	-0.02352977	-0.07150487	-0.02352977
-0.02688681	-0.00894192	-0.02688681	-0.00894192
-0.01007111	-0.00347911	-0.01007111	-0.00347911
-0.0037843	-0.00134281	-0.0037843	-0.00134281
-0.00143437	-0.00042726	-0.00143437	-0.00042726
0.14554277	0.04788354	0.14554277	0.04788354
0.14221625	0.04675436	0.14221625	0.04675436
0.27655873	0.0905179	0.27655873	0.0905179
0.10415968	0.0339671	0.10415968	0.0339671
0.03924681	0.01272622	0.03924681	0.01272622
0.01477096	0.00466933	0.01477096	0.00466933
0.00561541	0.001648	0.00561541	0.001648
0.00210578	0.00057985	0.00210578	0.00057985
-0.1694998	-0.05536058	-0.1694998	-0.05536058
-0.14499344	-0.04742576	-0.14499344	-0.04742576
-0.35975218	-0.11825922	-0.35975218	-0.11825922
-0.13547166	-0.04452651	-0.13547166	-0.04452651
-0.05099643	-0.01678518	-0.05099643	-0.01678518
-0.01919614	-0.00628681	-0.01919614	-0.00628681
-0.00714133	-0.00250252	-0.00714133	-0.00250252
-0.00262459	-0.00109867	-0.00262459	-0.00109867
0.02066103	0.00665304	0.02066103	0.00665304
0.14374217	0.04718161	0.14374217	0.04718161
0.27146214	0.08905301	0.27146214	0.08905301
0.20099491	0.06588946	0.20099491	0.06588946
0.07571642	0.02468947	0.07571642	0.02468947
0.02853481	0.00918607	0.02853481	0.00918607
0.010712	0.00341807	0.010712	0.00341807
0.00405896	0.00119022	0.00405896	0.00119022
0.00152593	0.00036622	0.00152593	0.00036622
-0.1703238	-0.05600147	-0.1703238	-0.05600147
-0.14853358	-0.04873806	-0.14853358	-0.04873806
-0.26117739	-0.08575701	-0.26117739	-0.08575701
-0.09833064	-0.03228858	-0.09833064	-0.03228858
-0.03698843	-0.01223792	-0.03698843	-0.01223792
-0.01388592	-0.00460829	-0.01388592	-0.00460829
-0.00521867	-0.00173956	-0.00521867	-0.00173956
-0.00189215	-0.000824	-0.00189215	-0.000824
0.14847255	0.0487991	0.14847255	0.0487991
0.13803522	0.04525895	0.13803522	0.04525895
0.38453323	0.12604144	0.38453323	0.12604144
0.1449324	0.0474868	0.1449324	0.0474868
0.05456709	0.01782281	0.05456709	0.01782281
0.02056948	0.006592	0.02056948	0.006592
0.00772118	0.00238044	0.00772118	0.00238044
0.00289926	0.00094607	0.00289926	0.00094607
-0.04312265	-0.01409955	-0.04312265	-0.01409955
-0.15387432	-0.05059969	-0.15387432	-0.05059969
-0.27146214	-0.0892056	-0.27146214	-0.0892056
-0.18942839	-0.06237983	-0.18942839	-0.06237983
-0.07132176	-0.02346873	-0.07132176	-0.02346873
-0.02682577	-0.00885037	-0.02682577	-0.00885037
-0.01007111	-0.00338755	-0.01007111	-0.00338755
-0.00375378	-0.00134281	-0.00375378	-0.00134281
-0.00143437	-0.00042726	-0.00143437	-0.00042726
0.15228736	0.04989776	0.15228736	0.04989776
0.14859462	0.04861598	0.14859462	0.04861598
0.27835932	0.09115878	0.27835932	0.09115878
0.10483108	0.03421125	0.10483108	0.03421125
0.03949095	0.01284829	0.03949095	0.01284829
0.01486251	0.00479141	0.01486251	0.00479141
0.00555437	0.00173956	0.00555437	0.00173956
0.00207526	0.00061037	0.00207526	0.00061037
-0.16989654	-0.05566576	-0.16989654	-0.05566576
-0.14508499	-0.04766991	-0.14508499	-0.04766991
-0.36106449	-0.11877804	-0.36106449	-0.11877804
-0.13592944	-0.04486221	-0.13592944	-0.04486221
-0.05117954	-0.01687673	-0.05117954	-0.01687673
-0.01925718	-0.00628681	-0.01925718	-0.00628681
-0.00726341	-0.00231941	-0.00726341	-0.00231941
-0.00271615	-0.00091556	-0.00271615	-0.00091556
0.02603229	0.00854518	0.02603229	0.00854518
0.14355907	0.04696799	0.14355907	0.04696799
0.27518541	0.09033479	0.27518541	0.09033479
0.20038453	0.06543168	0.20038453	0.06543168
0.07547227	0.02459792	0.07547227	0.02459792
0.02841273	0.00915555	0.02841273	0.00915555
0.01065096	0.00344859	0.01065096	0.00344859
0.00396741	0.00140385	0.00396741	0.00140385
0.00149541	0.0004883	0.00149541	0.0004883
-0.16687521	-0.0547502	-0.16687521	-0.0547502
-0.15115818	-0.0494705	-0.15115818	-0.0494705
-0.26017028	-0.0855739	-0.26017028	-0.0855739
-0.09796441	-0.03216651	-0.09796441	-0.03216651
-0.03683584	-0.01226844	-0.03683584	-0.01226844
-0.0138554	-0.00466933	-0.0138554	-0.00466933
-0.00515763	-0.00180059	-0.00515763	-0.00180059
-0.00192267	-0.00076296	-0.00192267	-0.00076296
0.15536973	0.05117954	0.15536973	0.05117954
0.14737388	0.04837184	0.14737388	0.04837184
0.38416699	0.12588885	0.38416699	0.12588885
0.14468825	0.04736473	0.14468825	0.04736473
0.05450606	0.01773125	0.05450606	0.01773125
0.02053896	0.00656148	0.02053896	0.00656148
0.00772118	0.00238044	0.00772118	0.00238044
0.00292978	0.00079348	0.00292978	0.00079348
-0.04605243	-0.01480148	-0.04605243	-0.01480148
-0.16022217	-0.05249184	-0.16022217	-0.05249184
-0.28336436	-0.09286782	-0.28336436	-0.09286782
-0.18793298	-0.06192205	-0.18793298	-0.06192205
-0.07080294	-0.02322458	-0.07080294	-0.02322458
-0.02661214	-0.00878933	-0.02661214	-0.00878933
-0.00994903	-0.00347911	-0.00994903	-0.00347911
-0.00372326	-0.00137333	-0.00372326	-0.00137333
-0.00134281	-0.00054933	-0.00134281	-0.00054933
0.15231788	0.05011139	0.15231788	0.05011139
0.14181951	0.0466628	0.14181951	0.0466628
0.2763451	0.09039582	0.2763451	0.09039582
0.10406812	0.0339671	0.10406812	0.0339671
0.03918577	0.01275674	0.03918577	0.01275674
0.01470992	0.00485244	0.01470992	0.00485244
0.00555437	0.001648	0.00555437	0.001648
0.00210578	0.00054933	0.00210578	0.00054933
-0.17673269	-0.05786309	-0.17673269	-0.05786309
-0.15359966	-0.05035554	-0.15359966	-0.05035554
-0.36039308	-0.11850337	-0.36039308	-0.11850337
-0.13568529	-0.0446791	-0.13568529	-0.0446791
-0.05108798	-0.01678518	-0.05108798	-0.01678518
-0.01919614	-0.00634785	-0.01919614	-0.00634785
-0.00720237	-0.002472	-0.00720237	-0.002472
-0.00262459	-0.00112918	-0.00262459	-0.00112918
0.03323466	0.01089511	0.03323466	0.01089511
0.14502396	0.0474868	0.14502396	0.0474868
0.27381206	0.08987701	0.27381206	0.08987701
0.19995728	0.0654622	0.19995728	0.0654622
0.07522812	0.02481155	0.07522812	0.02481155
0.02835169	0.00915555	0.02835169	0.00915555
0.01065096	0.00347911	0.01065096	0.00347911
0.00396741	0.00128178	0.00396741	0.00128178
0.00149541	0.00036622	0.00149541	0.00036622
-0.1701712	-0.05587939	-0.1701712	-0.05587939
-0.14453566	-0.04739524	-0.14453566	-0.04739524
-0.25980407	-0.08526871	-0.25980407	-0.08526871
-0.09781183	-0.03207495	-0.09781183	-0.03207495
-0.03680532	-0.01214637	-0.03680532	-0.01214637
-0.0138554	-0.00457778	-0.0138554	-0.00457778
-0.00515763	-0.00180059	-0.00515763	-0.00180059
-0.00189215	-0.00070193	-0.00189215	-0.00070193
0.15485092	0.05072176	0.15485092	0.05072176
0.14648885	0.04803614	0.14648885	0.04803614
0.3815119	0.12488174	0.3815119	0.12488174
0.14368114	0.04705954	0.14368114	0.04705954
0.0540788	0.01767022	0.0540788	0.01767022
0.02035585	0.00665304	0.02035585	0.00665304
0.00762963	0.00244148	0.00762963	0.00244148
0.00289926	0.00085452	0.00289926	0.00085452
-0.0544145	-0.01770074	-0.0544145	-0.01770074
-0.15640736	-0.05145421	-0.15640736	-0.05145421
-0.28296763	-0.09308145	-0.28296763	-0.09308145
-0.18720053	-0.06164739	-0.18720053	-0.06164739
-0.07046724	-0.02331614	-0.07046724	-0.02331614
-0.02652058	-0.00866726	-0.02652058	-0.00866726
-0.00994903	-0.00326548	-0.00994903	-0.00326548
-0.00372326	-0.00128178	-0.00372326	-0.00128178
-0.00137333	-0.00045778	-0.00137333	-0.00045778
0.15295877	0.0502945	0.15295877	0.0502945
0.13437299	0.04400769	0.13437299	0.04400769
0.27512437	0.09009064	0.27512437	0.09009064
0.10364085	0.03369243	0.10364085	0.03369243
0.03900266	0.01272622	0.03900266	0.01272622
0.01461837	0.00488296	0.01461837	0.00488296
0.00552385	0.00167852	0.00552385	0.00167852
0.00204474	0.00067141	0.00204474	0.00067141
-0.17615284	-0.05758843	-0.17615284	-0.05758843
-0.151677	-0.04977569	-0.151677	-0.04977569
-0.3581042	-0.11774041	-0.3581042	-0.11774041
-0.13483077	-0.04443495	-0.13483077	-0.04443495
-0.05072176	-0.01675466	-0.05072176	-0.01675466
-0.01907407	-0.00634785	-0.01907407	-0.00634785
-0.00714133	-0.00241096	-0.00714133	-0.00241096
-0.00268563	-0.00088504	-0.00268563	-0.00088504
0.03955199	0.0130314	0.03955199	0.0130314
0.1441084	0.04727317	0.1441084	0.04727317
0.29087192	0.09543138	0.29087192	0.09543138
0.19806513	0.06476028	0.19806513	0.06476028
0.07461776	0.02429273	0.07461776	0.02429273
0.02810755	0.00900296	0.02810755	0.00900296
0.0105594	0.00335704	0.0105594	0.00335704
0.00393689	0.00134281	0.00393689	0.00134281
0.00146489	0.00042726	0.00146489	0.00042726
-0.16812646	-0.05505539	-0.16812646	-0.05505539
-0.13901182	-0.04571673	-0.13901182	-0.04571673
-0.25919369	-0.0852382	-0.25919369	-0.0852382
-0.09756768	-0.03216651	-0.09756768	-0.03216651
-0.03668325	-0.01223792	-0.03668325	-0.01223792
-0.01379437	-0.00463881	-0.01379437	-0.00463881
-0.00512711	-0.00189215	-0.00512711	-0.00189215
-0.00192267	-0.00067141	-0.00192267	-0.00067141
0.14816736	0.04867702	0.14816736	0.04867702
0.13861507	0.04544206	0.13861507	0.04544206
0.38090152	0.1248207	0.38090152	0.1248207
0.14346752	0.04693747	0.14346752	0.04693747
0.05401776	0.01760918	0.05401776	0.01760918
0.02035585	0.00650044	0.02035585	0.00650044
0.00769066	0.00234993	0.00769066	0.00234993
0.00289926	0.000824	0.00289926	0.000824
-0.05862606	-0.01907407	-0.05862606	-0.01907407
-0.15442365	-0.05056917	-0.15442365	-0.05056917
-0.28788111	-0.09445479	-0.28788111	-0.09445479
-0.18668172	-0.06137272	-0.18668172	-0.06137272
-0.07028413	-0.02319407	-0.07028413	-0.02319407
-0.02642903	-0.00875881	-0.02642903	-0.00875881
-0.009888	-0.00341807	-0.009888	-0.00341807
-0.0036317	-0.00137333	-0.0036317	-0.00137333
-0.00137333	-0.00054933	-0.00137333	-0.00054933
0.14709921	0.04852443	0.14709921	0.04852443
0.13461715	0.04428236	0.13461715	0.04428236
0.27396467	0.08972442	0.27396467	0.08972442
0.10318308	0.03372295	0.10318308	0.03372295
0.03888058	0.01266518	0.03888058	0.01266518
0.01461837	0.00476089	0.01461837	0.00476089
0.00549333	0.00170904	0.00549333	0.00170904
0.00207526	0.00054933	0.00207526	0.00054933
-0.16779077	-0.05511643	-0.16779077	-0.05511643
-0.14615314	-0.04803614	-0.14615314	-0.04803614
-0.35608998	-0.11688589	-0.35608998	-0.11688589
-0.13409834	-0.04397717	-0.13409834	-0.04397717
-0.0504471	-0.01663259	-0.0504471	-0.01663259
-0.01895199	-0.00628681	-0.01895199	-0.00628681
-0.00711081	-0.00238044	-0.00711081	-0.00238044
-0.00262459	-0.00109867	-0.00262459	-0.00109867
0.03982665	0.0130314	0.03982665	0.0130314
0.14221625	0.04660176	0.14221625	0.04660176
0.29071933	0.09524827	0.29071933	0.09524827
0.19763787	0.06482132	0.19763787	0.06482132
0.07440413	0.02441481	0.07440413	0.02441481
0.02801599	0.00909452	0.02801599	0.00909452
0.01052889	0.00335704	0.01052889	0.00335704
0.00396741	0.00128178	0.00396741	0.00128178
0.00149541	0.00039674	0.00149541	0.00039674
-0.16479996	-0.05413984	-0.16479996	-0.05413984
-0.13852352	-0.04556413	-0.13852352	-0.04556413
-0.25693533	-0.08450575	-0.25693533	-0.08450575
-0.09674367	-0.03180028	-0.09674367	-0.03180028
-0.0364391	-0.01196326	-0.0364391	-0.01196326
-0.01370281	-0.00451674	-0.01370281	-0.00451674
-0.00509659	-0.00173956	-0.00509659	-0.00173956
-0.00189215	-0.00073244	-0.00189215	-0.00073244
0.14899136	0.04904325	0.14899136	0.04904325
0.13693655	0.04480117	0.13693655	0.04480117
0.37775812	0.12372204	0.37775812	0.12372204
0.1423078	0.04647969	0.1423078	0.04647969
0.05355999	0.01751762	0.05355999	0.01751762
0.02014222	0.00656148	0.02014222	0.00656148
0.00756859	0.00241096	0.00756859	0.00241096
0.00283822	0.00088504	0.00283822	0.00088504
-0.05700858	-0.01861629	-0.05700858	-0.01861629
-0.15207373	-0.0499588	-0.15207373	-0.0499588
-0.29764703	-0.0977813	-0.29764703	-0.0977813
-0.18558306	-0.06112858	-0.18558306	-0.06112858
-0.06985687	-0.02310251	-0.06985687	-0.02310251
-0.02627644	-0.00866726	-0.02627644	-0.00866726
-0.009888	-0.00323496	-0.009888	-0.00323496
-0.00366222	-0.00128178	-0.00366222	-0.00128178
-0.00140385	-0.00039674	-0.00140385	-0.00039674
0.15164648	0.04971465	0.15164648	0.04971465
0.14441359	0.04733421	0.14441359	0.04733421
0.27390361	0.08957183	0.27390361	0.08957183
0.10312204	0.03372295	0.10312204	0.03372295
0.03888058	0.01260414	0.03888058	0.01260414
0.01464888	0.00466933	0.01464888	0.00466933
0.00552385	0.00170904	0.00552385	0.00170904
0.00201422	0.00073244	0.00201422	0.00073244
-0.1670278	-0.05465865	-0.1670278	-0.05465865
-0.14252144	-0.04675436	-0.14252144	-0.04675436
-0.35728019	-0.11743522	-0.35728019	-0.11743522
-0.1345256	-0.04428236	-0.1345256	-0.04428236
-0.05059969	-0.01678518	-0.05059969	-0.01678518
-0.01901303	-0.00637837	-0.01901303	-0.00637837
-0.00711081	-0.00241096	-0.00711081	-0.00241096
-0.00262459	-0.00100711	-0.00262459	-0.00100711
0.04657125	0.01525925	0.04657125	0.01525925
0.14270455	0.04687643	0.14270455	0.04687643
0.29169592	0.09564501	0.29169592	0.09564501
0.19809565	0.06488235	0.19809565	0.06488235
0.07461776	0.02435377	0.07461776	0.02435377
0.02810755	0.009064	0.02810755	0.009064
0.0105594	0.00341807	0.0105594	0.00341807
0.00396741	0.00122074	0.00396741	0.00122074
0.00146489	0.0004883	0.00146489	0.0004883
-0.16714987	-0.05456709	-0.16714987	-0.05456709
-0.14862514	-0.04870754	-0.14862514	-0.04870754
-0.25785089	-0.08478042	-0.25785089	-0.08478042
-0.09704886	-0.0319834	-0.09704886	-0.0319834
-0.03653065	-0.01205481	-0.03653065	-0.01205481
-0.01370281	-0.00463881	-0.01370281	-0.00463881
-0.00506607	-0.00186163	-0.00506607	-0.00186163
-0.00186163	-0.00079348	-0.00186163	-0.00079348
0.15073092	0.04980621	0.15073092	0.04980621
0.1408124	0.04623554	0.1408124	0.04623554
0.37998596	0.124485	0.37998596	0.124485
0.14313181	0.04675436	0.14313181	0.04675436
0.05386517	0.01760918	0.05386517	0.01760918
0.02029481	0.00653096	0.02029481	0.00653096
0.00759911	0.00241096	0.00759911	0.00241096
0.00289926	0.000824	0.00289926	0.000824
-0.06555375	-0.02142399	-0.06555375	-0.02142399
-0.15277566	-0.05008087	-0.15277566	-0.05008087
-0.29734182	-0.09756768	-0.29734182	-0.09756768
-0.18601032	-0.06109805	-0.18601032	-0.06109805
-0.07000946	-0.02304148	-0.07000946	-0.02304148
-0.02630696	-0.00875881	-0.02630696	-0.00875881
-0.00994903	-0.00311289	-0.00994903	-0.00311289
-0.00366222	-0.00140385	-0.00366222	-0.00140385
-0.00134281	-0.00064089	-0.00134281	-0.00064089
0.15240943	0.04992828	0.15240943	0.04992828
0.1436201	0.04724265	0.1436201	0.04724265
0.27274391	0.0893582	0.27274391	0.0893582
0.1027253	0.03357036	0.1027253	0.03357036
0.03869747	0.01260414	0.03869747	0.01260414
0.01455733	0.00463881	0.01455733	0.00463881
0.00546281	0.00173956	0.00546281	0.00173956
0.00207526	0.00057985	0.00207526	0.00057985
-0.17252113	-0.05664235	-0.17252113	-0.05664235
-0.15146336	-0.04974517	-0.15146336	-0.04974517
-0.35493025	-0.1167333	-0.35493025	-0.1167333
-0.13370159	-0.04382458	-0.13370159	-0.04382458
-0.05035554	-0.01644948	-0.05035554	-0.01644948
-0.01889096	-0.00631733	-0.01889096	-0.00631733
-0.00704978	-0.00238044	-0.00704978	-0.00238044
-0.00262459	-0.00097659	-0.00262459	-0.00097659
0.04641865	0.01519822	0.04641865	0.01519822
0.14191107	0.04651021	0.14191107	0.04651021
0.29755548	0.09753716	0.29755548	0.09753716
0.1966918	0.06424146	0.1966918	0.06424146
0.0740379	0.02432325	0.0740379	0.02432325
0.02783288	0.00915555	0.02783288	0.00915555
0.01046785	0.00338755	0.01046785	0.00338755
0.00393689	0.00119022	0.00393689	0.00119022
0.00143437	0.0004883	0.00143437	0.0004883
-0.16809595	-0.05505539	-0.16809595	-0.05505539
-0.14532915	-0.04766991	-0.14532915	-0.04766991
-0.25556201	-0.08420057	-0.25556201	-0.08420057
-0.09622486	-0.03164769	-0.09622486	-0.03164769
-0.03625599	-0.01184118	-0.03625599	-0.01184118
-0.01364177	-0.00451674	-0.01364177	-0.00451674
-0.00509659	-0.00180059	-0.00509659	-0.00180059
-0.00189215	-0.00073244	-0.00189215	-0.00073244
0.15375225	0.05066073	0.15375225	0.05066073
0.14902188	0.04892117	0.14902188	0.04892117
0.37537766	0.12298959	0.37537766	0.12298959
0.14142278	0.04614399	0.14142278	0.04614399
0.05328532	0.01718192	0.05328532	0.01718192
0.02005066	0.00650044	0.02005066	0.00650044
0.00756859	0.00231941	0.00756859	0.00231941
0.0028077	0.00094607	0.0028077	0.00094607
-0.0712302	-0.02334666	-0.0712302	-0.02334666
-0.15231788	-0.04992828	-0.15231788	-0.04992828
-0.30869472	-0.10132145	-0.30869472	-0.10132145
-0.18378246	-0.06051821	-0.18378246	-0.06051821
-0.06918546	-0.02288888	-0.06918546	-0.02288888
-0.02600177	-0.00863674	-0.02600177	-0.00863674
-0.00976592	-0.00323496	-0.00976592	-0.00323496
-0.0036317	-0.00125126	-0.0036317	-0.00125126
-0.00137333	-0.00036622	-0.00137333	-0.00036622
0.1525315	0.05020295	0.1525315	0.05020295
0.13663137	0.04474013	0.13663137	0.04474013
0.27066866	0.08862575	0.27066866	0.08862575
0.10193183	0.03326517	0.10193183	0.03326517
0.0384228	0.01248207	0.0384228	0.01248207
0.01446577	0.00457778	0.01446577	0.00457778
0.00546281	0.00161748	0.00546281	0.00161748
0.00201422	0.00064089	0.00201422	0.00064089
-0.17252113	-0.05645924	-0.17252113	-0.05645924
-0.15140232	-0.04977569	-0.15140232	-0.04977569
-0.35181737	-0.11563464	-0.35181737	-0.11563464
-0.13251136	-0.04361095	-0.13251136	-0.04361095
-0.04983672	-0.01651051	-0.04983672	-0.01651051
-0.01876888	-0.00622578	-0.01876888	-0.00622578
-0.00698874	-0.002472	-0.00698874	-0.002472
-0.00256355	-0.00109867	-0.00256355	-0.00109867
0.05310221	0.01739555	0.05310221	0.01739555
0.14221625	0.04669332	0.14221625	0.04669332
0.30869472	0.10132145	0.30869472	0.10132145
0.19495223	0.0638142	0.19495223	0.0638142
0.07342754	0.02395703	0.07342754	0.02395703
0.02768029	0.00885037	0.02768029	0.00885037
0.01040681	0.00326548	0.01040681	0.00326548
0.00396741	0.00109867	0.00396741	0.00109867
0.00149541	0.00030519	0.00149541	0.00030519
-0.16629536	-0.05453658	-0.16629536	-0.05453658
-0.14120914	-0.04611347	-0.14120914	-0.04611347
-0.25379193	-0.08343761	-0.25379193	-0.08343761
-0.09555345	-0.03143407	-0.09555345	-0.03143407
-0.0359508	-0.01190222	-0.0359508	-0.01190222
-0.01355022	-0.00448622	-0.01355022	-0.00448622
-0.00506607	-0.00180059	-0.00506607	-0.00180059
-0.00183111	-0.00076296	-0.00183111	-0.00076296
0.15027314	0.04919584	0.15027314	0.04919584
0.14017151	0.0461745	0.14017151	0.0461745
0.37464523	0.122837	0.37464523	0.122837
0.14111759	0.04623554	0.14111759	0.04623554
0.05316325	0.01727348	0.05316325	0.01727348
0.02002014	0.00643941	0.02002014	0.00643941
0.00753807	0.00238044	0.00753807	0.00238044
0.00286874	0.00070193	0.00286874	0.00070193
-0.07840205	-0.02575762	-0.07840205	-0.02575762
-0.15469833	-0.05066073	-0.15469833	-0.05066073
-0.32065797	-0.1051973	-0.32065797	-0.1051973
-0.18280587	-0.06002991	-0.18280587	-0.06002991
-0.06881924	-0.02267525	-0.06881924	-0.02267525
-0.0258797	-0.00863674	-0.0258797	-0.00863674
-0.0097354	-0.00317392	-0.0097354	-0.00317392
-0.00360118	-0.00134281	-0.00360118	-0.00134281
-0.00137333	-0.00051881	-0.00137333	-0.00051881
0.14563432	0.04791406	0.14563432	0.04791406
0.13464767	0.04416028	0.13464767	0.04416028
0.26941741	0.08829005	0.26941741	0.08829005
0.10135197	0.03350932	0.10135197	0.03350932
0.03820917	0.01248207	0.03820917	0.01248207
0.01443525	0.00442518	0.01443525	0.00442518
0.00543229	0.00173956	0.00543229	0.00173956
0.00201422	0.00064089	0.00201422	0.00064089
-0.16730247	-0.0549028	-0.16730247	-0.0549028
-0.14654988	-0.04837184	-0.14654988	-0.04837184
-0.35041353	-0.11539049	-0.35041353	-0.11539049
-0.13196203	-0.04345836	-0.13196203	-0.04345836
-0.04968413	-0.0163274	-0.04968413	-0.0163274
-0.01867733	-0.00622578	-0.01867733	-0.00622578
-0.00701926	-0.00234993	-0.00701926	-0.00234993
-0.00262459	-0.00085452	-0.00262459	-0.00085452
0.05386517	0.01754814	0.05386517	0.01754814
0.14136174	0.04635762	0.14136174	0.04635762
0.31168553	0.10202338	0.31168553	0.10202338
0.19428083	0.06363109	0.19428083	0.06363109
0.07321391	0.02377392	0.07321391	0.02377392
0.0275277	0.00903348	0.0275277	0.00903348
0.01031526	0.00347911	0.01031526	0.00347911
0.00390637	0.00125126	0.00390637	0.00125126
0.00146489	0.00045778	0.00146489	0.00045778
-0.16263314	-0.05352946	-0.16263314	-0.05352946
-0.13928647	-0.04559465	-0.13928647	-0.04559465
-0.25284585	-0.08328501	-0.25284585	-0.08328501
-0.09521775	-0.03131199	-0.09521775	-0.03131199
-0.03582873	-0.01184118	-0.03582873	-0.01184118
-0.01345866	-0.00442518	-0.01345866	-0.00442518
-0.00503555	-0.00170904	-0.00503555	-0.00170904
-0.00186163	-0.00067141	-0.00186163	-0.00067141
0.14978485	0.0491348	0.14978485	0.0491348
0.13516648	0.04440443	0.13516648	0.04440443
0.3707999	0.12149419	0.3707999	0.12149419
0.13968322	0.04562517	0.13968322	0.04562517
0.05261391	0.01705985	0.05261391	0.01705985
0.01980651	0.00637837	0.01980651	0.00637837
0.007416	0.00244148	0.007416	0.00244148
0.00277718	0.00097659	0.00277718	0.00097659
-0.07562487	-0.02465896	-0.07562487	-0.02465896
-0.15179907	-0.04989776	-0.15179907	-0.04989776
-0.31943724	-0.10464797	-0.31943724	-0.10464797
-0.18201239	-0.05993835	-0.18201239	-0.05993835
-0.06854457	-0.0225837	-0.06854457	-0.0225837
-0.02575762	-0.0085757	-0.02575762	-0.0085757
-0.00964385	-0.00332652	-0.00964385	-0.00332652
-0.0036317	-0.00122074	-0.0036317	-0.00122074
-0.00137333	-0.00039674	-0.00137333	-0.00039674
0.14975433	0.04919584	0.14975433	0.04919584
0.1460921	0.04806665	0.1460921	0.04806665
0.26801354	0.08771019	0.26801354	0.08771019
0.10092471	0.03299051	0.10092471	0.03299051
0.03799554	0.01236	0.03799554	0.01236
0.0143437	0.00442518	0.0143437	0.00442518
0.00534074	0.00173956	0.00534074	0.00173956
0.00201422	0.00061037	0.00201422	0.00061037
-0.16992706	-0.05548265	-0.16992706	-0.05548265
-0.14246041	-0.04675436	-0.14246041	-0.04675436
-0.34760582	-0.1142613	-0.34760582	-0.1142613
